English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
bored,annoiato,/annoiato/,You must be very much bored here?,Deve annoiarsi molto qui?,/dɛve annoiarsɪ molto kwi?/,A1,Food,"A1,Food",
boring,noioso,/noiozo/,I do hope Florence isn’t boring you.,Spero che Florence non ti stia annoiando.,/spero ke florɛntʃe non tɪ stia annoiando./,A1,Food,"A1,Food",
born,nato,/nato/,The place he was born.,Il luogo in cui è nato.,/il lʊɔɡo in kuj e nato./,A1,Social,"A1,Social",
borrow,prendere in prestito,/prɛndere in prɛstito/,You must borrow me Gargantua’s mouth first.,Prima devi prestarmi la bocca di Gargantua.,/prima dɛvɪ prestarmɪ la bokːa dɪ ɡarɡantʊa./,A1,,A1,
both,entrambi,/entrambɪ/,They were both buried to-day.,Entrambi sono stati sepolti oggi.,/entrambɪ sono statɪ sepoltɪ ɔdʒːɪ./,A1,Grammar,"A1,Grammar",
bottle,bottiglia,/botːiʎa/,It was the Bottle Conjuror!,È stato il Congiurato della Bottiglia!,/e stato il kondʒʊrato della botːiʎa!/,A1,Time & Quantity,"A1,Time & Quantity",
bottom,fondo,/fondo/,Have you sent to Bottom’s house?,Hai mandato a casa di Bottom?,/aj mandato a kaza dɪ botːom?/,A1,Time & Quantity,"A1,Time & Quantity",
bowl,ciotola,/tʃɔtola/,This is his bowl and robe.,Questa è la sua ciotola e la sua veste.,/kwesta ɛ la sʊa tʃɔtola e la sʊa vɛste./,A1,Time & Quantity,"A1,Time & Quantity",
box,scatola,/skatola/,Do you happen to carry a box?,Per caso ha una scatola?,/per kazo a ʊna skatola?/,A1,Time & Quantity,"A1,Time & Quantity",
boy,ragazzo,/raɡatsːo/,They shall not protect ye--boy!,Non vi proteggeranno... ragazzo!,/non vɪ protedʒːeranno... raɡatsːo!/,A1,Social,"A1,Social",
boyfriend,ragazzo,/raɡatsːo/,Sami has the same name as Layla's boyfriend.,Sami ha lo stesso nome del fidanzato di Layla.,/samɪ a lo stesso nome del fidantsato dɪ laila./,A1,Social,"A1,Social",
brain,cervello,/tʃervɛllo/,Can’t you give me brains?,Non puoi darmi il cervello?,/non pʊɔi darmɪ il tʃervɛllo?/,A1,Social,"A1,Social",
bread,pane,/pane/,"Shall we have some bread, dear?","Mangiamo un po' di pane, cara?","/mandʒamo ʊn po dɪ pane, kaɾa?/",A1,Food,"A1,Food",
break,pausa,/paʊza/,You can break his heart.,Potete spezzargli il cuore.,/potete spedzːarʎɪ il kʊɔre./,A1,Time & Quantity,"A1,Time & Quantity",
breakfast,colazione,/kolatsione/,This is my frugal breakfast.,Questa è la mia colazione frugale.,/kwesta ɛ la mia kolatsione frʊɡale./,A1,Food,"A1,Food",
breathe,respirare,/respirare/,I can’t breathe where I am.,Non riesco a respirare dove sono.,/non riesko a respirare dove sono./,A1,Health,"A1,Health",
bridge,ponte,/ponte/,The bridge was packed with people.,Il ponte era pieno di gente.,/il ponte ɛra pjɛno dɪ dʒɛnte./,A1,Social,"A1,Social",
bright,luminoso,/lʊminozo/,This was a bright idea.,È stata un'idea brillante.,/e stata ʊnidɛa brillante./,A1,Grammar,"A1,Grammar",
bring,portare,/portare/,He shall bring it down.,Lo abbatterà.,/lo abːatːeɾa./,A1,Food,"A1,Food",
broken,rotto,/rotːo/,It was first broken by Mrs.,È stato rotto per la prima volta da Mrs.,/e stato rotːo per la prima vɔlta da ɛmmeɛrɾeɛsse./,A1,Grammar,"A1,Grammar",
brother,fratello,/fratɛllo/,The Brothers are now dead.,I Fratelli sono morti.,/i fratɛllɪ sono mɔrtɪ./,A1,Social,"A1,Social",
brown,marrone,/marɾone/,"Brown--that is, sometimes; blue are lovely.","Marrone, a volte; il blu è bello.","/marɾone, a vɔlte; il blu e bɛllo./",A1,Social,"A1,Social",
brush,pennello,/pennɛllo/,"It’s been given out to brush, ’ thought Mr.","È stato distribuito a pennello"", pensò Mr.","/e stato distribʊito a pennɛllo"", pensɔ ɛmmeɛrɾe./",A1,Shopping,"A1,Shopping",
bucket,secchio,/sekːio/,"Take the bucket, will ye, Archy?","Prendi il secchio, ti dispiace, Archy?","/prɛndɪ il sekːio, tɪ dispɪaːtʃe, arkɪ?/",A1,Time & Quantity,"A1,Time & Quantity",
build,costruire,/kostrʊire/,I want to build a shelter.,Voglio costruire un rifugio.,/voʎo kostrʊire ʊn rifudʒo./,A1,Food,"A1,Food",
building,edificio,/edifitʃo/,It is called a sugarcane building.,"Si chiama ""edificio della canna da zucchero"".","/sɪ kjama ""edifitʃo della kanna da dzukːeɾo""./",A1,Food,"A1,Food",
burger,hamburger,/amburɡer/,The burger joint is famous in Algiers.,L'hamburgeria è famosa ad Algeri.,/lhambʊrdʒeria e famoza ad aldʒɛrɪ./,A1,Social,"A1,Social",
bus,autobus,/aːʊtobʊs/,"We came back to town quietly, taking a ’bus to Hyde Park Corner.","Tornammo in città con calma, prendendo un autobus per Hyde Park Corner.","/tornammo in tʃitːa kon kalma, prendɛndo ʊn aːʊtobʊs per ide park kɔrner./",A1,Grammar,"A1,Grammar",
business,attività commerciale,/atːivita kommertʃale/,"You come on business, sir.","Lei è venuto per affari, signore.","/lɛi e venuto per affarɪ, siɲore./",A1,Grammar,"A1,Grammar",
busy,occupato,/okːʊpato/,"You are not busy, Mr.","Lei non è occupato, signor","/lɛi non e okːʊpato, siɲor/",A1,Grammar,"A1,Grammar",
but,ma,/ma/,But he is still alive.,Ma è ancora vivo.,/ma e ankora vivo./,A1,Grammar,"A1,Grammar",
butter,burro,/burɾo/,Give the general composition of butter.,Indicare la composizione generale del burro.,/indikare la kompozitsione dʒenerale del burɾo./,A1,Social,"A1,Social",
butterfly,farfalla,/farfalla/,"Was the caterpillar one creature, and is the butterfly another?",Il bruco era una creatura e la farfalla è un'altra?,/il bruko ɛra ʊna kreatura e la farfalla e ʊnaltra?/,A1,Travel,"A1,Travel",
button,pulsante,/pʊlsante/,"Nice seasonin’ for sassages, is trousers’ buttons, ma’am.","È una bella stagione per i sassolini, sono i bottoni dei pantaloni, signora.","/e ʊna bɛlla stadʒone per i sassolinɪ, sono i botːonɪ deɪ pantalonɪ, siɲora./",A1,Social,"A1,Social",
buy,acquistare,/akːwistare/,I will buy: having traded.,Comprerò: avendo scambiato.,/kompreɾɔ: avɛndo skambjato./,A1,Shopping,"A1,Shopping",
by,da,/da/,Could I live by it?,Potrei vivere in base ad essa?,/potrɛi vivere in baze ad essa?/,A1,Grammar,"A1,Grammar",
bye,Ciao,/tʃao/,"By-the-bye, I HAVE thought of somebody too.","A proposito, anch'io ho pensato a qualcuno.","/a propɔzito, ankio o pensato a kwalkuno./",A1,Social,"A1,Social",
cafe,caffè,/kaffɛ/,Shall we meet at the cafe?,Ci incontriamo al bar?,/tʃɪ inkontriamo al bar?/,A1,Shopping,"A1,Shopping",
cafe,caffè,/kaffɛ/,Shall we meet at the cafe?,Ci incontriamo al bar?,/tʃɪ inkontriamo al bar?/,A1,Shopping,"A1,Shopping",
cake,torta,/tɔrta/,Could you spare me some of your cake?,Potresti darmi un po' della tua torta?,/potrɛstɪ darmɪ ʊn po della tʊa tɔrta?/,A1,Food,"A1,Food",
call,chiamata,/kjamata/,Will you call down Bray?,Vuoi chiamare Bray?,/vʊɔi kjamare brai?/,A1,Social,"A1,Social",
camera,macchina fotografica,/makːina fotoɡrafika/,We may suppose that it is a lens in a camera.,Possiamo supporre che si tratti di un obiettivo di una macchina fotografica.,/possjamo sʊpːɔrɾe ke sɪ tratːɪ dɪ ʊn objetːivo dɪ ʊna makːina fotoɡrafika./,A1,Shopping,"A1,Shopping",
camp,campo,/kampo/,"Very, ’ said the gentleman with the camp-stool.","Molto"", disse il signore con lo sgabello.","/molto"", disse il siɲore kon lo zɡabɛllo./",A1,Grammar,"A1,Grammar",
can,può,/pʊɔ/,Can you blo’ a harn?,Puoi fare un'imbracatura?,/pʊɔi fare ʊnimbrakatura?/,A1,Social,"A1,Social",
candy,caramelle,/kaɾamɛlle/,What are some of the impurities in candy?,Quali sono alcune delle impurità presenti nelle caramelle?,/kwalɪ sono alkʊne delle impʊrita prezɛntɪ nelle kaɾamɛlle?/,A1,Food,"A1,Food",
cannot,non può,/non pʊɔ/,I cannot make that out.,Non riesco a capirlo.,/non riesko a kapirlo./,A1,,A1,
cap,tappo,/tapːo/,Did you see my cap?,Hai visto il mio cappello?,/aj visto il mio kapːɛllo?/,A1,Social,"A1,Social",
capital,capitale,/kapitale/,The capital was intensely loyal.,La capitale era intensamente fedele.,/la kapitale ɛra intensamente fedele./,A1,Social,"A1,Social",
car,auto,/aʊto/,Shall we all go in my car?,Andiamo tutti nella mia macchina?,/andjamo tutːɪ nella mia makːina?/,A1,Shopping,"A1,Shopping",
card,scheda,/skɛda/,Do you prefer reading to cards?,Preferisce la lettura alle carte?,/preferiʃe la letːura alle karte?/,A1,Social,"A1,Social",
care,cura,/kura/,Do you care for nuts?,Le piacciono le noci?,/le pjatʃːono le notʃɪ?/,A1,Grammar,"A1,Grammar",
career,carriera,/karɾiɛra/,His literary career was to begin.,La sua carriera letteraria stava per iniziare.,/la sʊa karɾiɛra letːeraria stava per initsjare./,A1,Travel,"A1,Travel",
careful,attento,/atːɛnto/,For Heaven’s sake be careful!,"Per l'amor del cielo, fate attenzione!","/per lamor del tʃɛlo, fate atːentsione!/",A1,Grammar,"A1,Grammar",
carefully,con attenzione,/kon atːentsione/,They give a gift carefully.,Fanno un regalo con attenzione.,/fanno ʊn reɡalo kon atːentsione./,A1,Grammar,"A1,Grammar",
carrot,carota,/karɔta/,How do carrots differ in composition from potatoes?,In che modo le carote differiscono per composizione dalle patate?,/in ke mɔdo le karɔte differiskono per kompozitsione dalle patate?/,A1,Food,"A1,Food",
carry,trasportare,/trasportare/,How does he carry himself?,Come si comporta?,/kome sɪ kompɔrta?/,A1,Food,"A1,Food",
cartoon,cartone animato,/kartone animato/,"Tobias was in the living room, watching cartoons.",Tobias era in salotto a guardare i cartoni animati.,/tobias ɛra in salɔtːo a ɡwardare i kartonɪ animatɪ./,A1,Social,"A1,Social",
case,caso,/kazo/,This is not the case.,Non è questo il caso.,/non e kwesto il kazo./,A1,Social,"A1,Social",
cat,gatto,/ɡatːo/,"Say—what is dead cats good for, Huck?","A cosa servono i gatti morti, Huck?","/a kɔza sɛrvono i ɡatːɪ mɔrtɪ, ukː?/",A1,Social,"A1,Social",
catch,cattura,/katːura/,"Can you, the fox, catch him?","Riuscirai tu, la volpe, a catturarlo?","/riʊʃiraːɪ tu, la volpe, a katːʊrarlo?/",A1,Social,"A1,Social",
celebrate,festeggiare,/festedʒːare/,The virtues that he celebrates are common values of Indian religions.,Le virtù che egli celebra sono valori comuni alle religioni indiane.,/le virtu ke eʎɪ tʃɛlebra sono valorɪ komunɪ alle relidʒonɪ indjane./,A1,Professional,"A1,Professional",
celebration,celebrazione,/tʃelebratsione/,"At sacrifices, ceremonies, and celebrations people would feed Visākhā first.","Durante i sacrifici, le cerimonie e le celebrazioni si dava da mangiare alla Visākhā per prima.","/dʊrante i sakrifitʃɪ, le tʃerimɔnje e le tʃelebratsionɪ sɪ dava da mandʒare alla vizaka per prima./",A1,Activities,"A1,Activities",
cent,centesimo,/tʃentɛzimo/,"It’s dear at fifty cents, ” he said.","È caro a cinquanta centesimi"", ha detto.","/e karo a tʃinkwanta tʃentɛzimɪ"", a detːo./",A1,Time & Quantity,"A1,Time & Quantity",
centre,centro,/tʃɛntro/,The pulpit is in the centre.,Il pulpito è al centro.,/il pulpito e al tʃɛntro./,A1,Food,"A1,Food",
century,secolo,/sɛkolo/,It is nineteenth century up-to-date with a vengeance.,È il diciannovesimo secolo aggiornato con una vendetta.,/e il ditʃannovɛzimo sɛkolo adʒːornato kon ʊna vendetːa./,A1,Time & Quantity,"A1,Time & Quantity",
chair,sedia,/sɛdia/,"Nicholas took a chair, and Mr.",Nicholas prese una sedia e Mr.,/nikolas preze ʊna sɛdia e ɛmmeɛrɾe./,A1,Social,"A1,Social",
change,cambiamento,/kambjamento/,It can make no change.,Non può cambiare nulla.,/non pʊɔ kambjare nulla./,A1,Social,"A1,Social",
character,carattere,/kaɾatːere/,The doctor was a character.,Il dottore era un personaggio.,/il dotːore ɛra ʊn personadʒːo./,A1,Social,"A1,Social",
chart,grafico,/ɡrafiko/,I waited with some impatience till the ship’s place was pricked on the chart.,Aspettai con una certa impazienza che il posto della nave fosse segnato sulla carta.,/aspetːaj kon ʊna tʃɛrta impatsjɛntsa ke il posto della nave fosse seɲato sʊlla karta./,A1,Social,"A1,Social",
cheap,economico,/ekonɔmiko/,"Darkness is cheap, and Scrooge liked it.",L'oscurità è a buon mercato e a Scrooge piaceva.,/loskʊrita e a bwɔn merkato e a skroodʒe pjatʃɛva./,A1,Grammar,"A1,Grammar",
check,controllo,/kontrɔllo/,I could not check its pulsations.,Non ho potuto controllare le sue pulsazioni.,/non o potuto kontrollare le sʊe pʊlsatsionɪ./,A1,Social,"A1,Social",
cheese,formaggio,/formadʒːo/,Take this cheese to Mr.,Portate questo formaggio al Sig.,/portate kwesto formadʒːo al siɡ./,A1,Food,"A1,Food",
chicken,pollo,/pollo/,"Are these thy Mother Carey’s chickens, Perth?","Sono le galline di Madre Carey, Perth?","/sono le ɡalline dɪ madre (en)keəɹi(it), pɛrt?/",A1,Social,"A1,Social",
child,bambino,/bambino/,"Can you speak French, child?","Sai parlare francese, bambina?","/saj parlare frantʃeze, bambina?/",A1,Social,"A1,Social",
chocolate,cioccolato,/tʃokːolato/,From what are cocoa and chocolate obtained?,Da cosa si ottengono il cacao e il cioccolato?,/da kɔza sɪ otːeŋɡono il kakao e il tʃokːolato?/,A1,Food,"A1,Food",
choose,scegliere,/ʃeʎere/,Do you choose for me.,Scegliete voi per me.,/ʃeʎete voi per me./,A1,Social,"A1,Social",
church,chiesa,/kjɛza/,Are you doing the church?,Stai facendo la chiesa?,/staj fatʃɛndo la kjɛza?/,A1,Shopping,"A1,Shopping",
cinema,cinema,/tʃinema/,This is a new cinema.,Questo è un nuovo cinema.,/kwesto ɛ ʊn nʊɔvo tʃinema./,A1,Social,"A1,Social",
circle,cerchio,/tʃerkio/,It is immensely received in turf-circles.,È molto apprezzata nei circoli di calcio.,/e molto apːretsːata nei tʃirkolɪ dɪ kaltʃo./,A1,Shopping,"A1,Shopping",
city,città,/tʃitːa/,The city had entirely vanished.,La città era completamente scomparsa.,/la tʃitːa ɛra kompletamente skomparsa./,A1,Professional,"A1,Professional",
class,classe,/klasse/,There are five classes of offenses.,Esistono cinque classi di reati.,/ezistono tʃinkwe klassɪ dɪ reatɪ./,A1,Professional,"A1,Professional",
classmate,compagno di classe,/kompaɲɲo dɪ klasse/,Who and who are classmates?,Chi e chi sono i compagni di classe?,/kɪ e kɪ sono i kompaɲɲɪ dɪ klasse?/,A1,Social,"A1,Social",
classroom,aula,/aʊla/,"To meet the need, this book has been prepared, primarily for the author's classroom.","Per rispondere a questa esigenza, è stato preparato questo libro, principalmente per la classe dell'autore.","/per rispondere a kwesta ezidʒɛntsa, e stato prepaɾato kwesto libro, printʃipalmente per la klasse dellaʊtore./",A1,Shopping,"A1,Shopping",
clean,pulire,/pʊlire/,It was necessary to keep clean.,Era necessario mantenere la pulizia.,/ɛra netʃessario mantenɛre la pʊlitsia./,A1,Grammar,"A1,Grammar",
clever,intelligente,/intellidʒɛnte/,Yes--she is a clever girl.,"Sì, è una ragazza intelligente.","/siː, e ʊna raɡatsːa intellidʒɛnte./",A1,Grammar,"A1,Grammar",
climb,salita,/salita/,You do climb up it now.,Ora ci si arrampica.,/ora tʃɪ sɪ arɾampika./,A1,Travel,"A1,Travel",
clock,orologio,/orolodʒo/,It is now three o’clock.,Sono le tre del pomeriggio.,/sono le tre del pomeridʒːo./,A1,Shopping,"A1,Shopping",
close,chiudere,/kjudere/,It is close at hand.,È a portata di mano.,/e a portata dɪ mano./,A1,Social,"A1,Social",
closed,chiuso,/kjuzo/,It was closed and dark.,Era chiuso e buio.,/ɛra kjuzo e buːjo./,A1,Grammar,"A1,Grammar",
cloth,tessuto,/tessuto/,By-and-by he says: “Starchy clothes—very.,"Poi dice: ""Vestiti amidacei - molto.","/pɔi ditʃe: ""vestitɪ amidatʃei molto./",A1,Shopping,"A1,Shopping",
clothes,vestiti,/vestitɪ/,By-and-by he says: “Starchy clothes—very.,"Poi dice: ""Vestiti amidacei - molto.","/pɔi ditʃe: ""vestitɪ amidatʃei molto./",A1,Shopping,"A1,Shopping",
cloud,nuvola,/nuvola/,But suddenly the cloud was lifted.,Ma all'improvviso la nube si sollevò.,/ma allimprovvizo la nube sɪ sollevɔ./,A1,Professional,"A1,Professional",
cloudy,nuvoloso,/nʊvolozo/,The night was growing cloudy and dark.,La notte si stava facendo nuvolosa e buia.,/la nɔtːe sɪ stava fatʃɛndo nʊvoloza e buja./,A1,Grammar,"A1,Grammar",
club,club,/klaːb/,Where go you With bats and clubs?,Dove vai con le mazze e i bastoni?,/dove vaj kon le matsːe e i bastonɪ?/,A1,Shopping,"A1,Shopping",
coach,allenatore,/allenatore/,I have a coach here.,Ho un allenatore qui.,/o ʊn allenatore kwi./,A1,Social,"A1,Social",
coat,cappotto,/kapːɔtːo/,It is an old coat.,È un vecchio cappotto.,/e ʊn vɛkːio kapːɔtːo./,A1,Shopping,"A1,Shopping",
code,codice,/kɔditʃe/,I will recite the Monastic Code.,Reciterò il Codice Monastico.,/retʃiteɾɔ il kɔditʃe monastiko./,A1,Social,"A1,Social",
coffee,caffè,/kaffɛ/,"There may be, in the coffee-room.","Potrebbe esserci, nella sala del caffè.","/potrɛbːe ɛssertʃɪ, nella sala del kaffɛ./",A1,Food,"A1,Food",
coke,coca cola,/kɔkakola/,The labour of feeding the retorts with coal and removing the coke is exceedingly severe.,Il lavoro di alimentazione delle storte con carbone e di rimozione del coke è estremamente gravoso.,/il lavɔro dɪ alimentatsione delle stɔrte kon karbone e dɪ rimotsione del koke e estremamente ɡravozo./,A1,Food,"A1,Food",
cold,freddo,/fredːo/,The cold is merely nothing.,Il freddo non è nulla.,/il fredːo non e nulla./,A1,Grammar,"A1,Grammar",
collect,raccogliere,/rakːɔʎere/,He would collect his resources together.,Raccoglieva le sue risorse insieme.,/rakːoʎɛva le sʊe rizorse insɪɛme./,A1,Social,"A1,Social",
collection,collezione,/kolletsione/,I have added to my collection of birds.,Ho arricchito la mia collezione di uccelli.,/o arɾikːito la mia kolletsione dɪ ʊtʃːɛllɪ./,A1,Social,"A1,Social",
college,università,/ʊniversita/,He went to Oggsford College in England.,Ha frequentato l'Oggsford College in Inghilterra.,/a frekwentato loɡːsford kɔlledʒ in iŋɡiltɛrɾa./,A1,Shopping,"A1,Shopping",
color,colore,/kolore/,Mud-color: watery is what is meant.,Colore del fango: si intende acquoso.,/kolore del faŋɡo: sɪ intɛnde akːwozo./,A1,Food,"A1,Food",
colour,colore,/kolore/,What colour is it of?,Di che colore è?,/dɪ ke kolore ɛː?/,A1,Food,"A1,Food",
come,venire,/venire/,"You come on business, sir.","Lei è venuto per affari, signore.","/lɛi e venuto per affarɪ, siɲore./",A1,Health,"A1,Health",
common,comune,/komune/,"Ay, madam, it is common.","Sì, signora, è comune.","/siː, siɲora, e komune./",A1,Grammar,"A1,Grammar",
company,azienda,/adzjɛnda/,"What company is this, Rosa?","Che azienda è questa, Rosa?","/ke adzjɛnda e kwesta, rɔza?/",A1,Social,"A1,Social",
compare,confrontare,/konfrontare/,"Why did you compare them, Guest?","Perché li ha confrontati, Guest?","/perke lɪ a konfrontatɪ, ɡwɛst?/",A1,Abstract,"A1,Abstract",
complete,completo,/komplɛto/,And what is complete understanding?,E che cos'è la comprensione completa?,/e ke kozɛ la komprensjone komplɛta?/,A1,Grammar,"A1,Grammar",
computer,computer,/kompjuter/,What kind of computer does he use?,Che tipo di computer usa?,/ke tipo dɪ kompjuter uza?/,A1,Social,"A1,Social",
concert,concerto,/kontʃɛrto/,My very best go-to-concert-and-theatre bonnet.,La mia migliore cuffia da concerto e da teatro.,/la mia miʎore kuffia da kontʃɛrto e da teatro./,A1,Social,"A1,Social",
contest,concorso,/konkorso/,The contest was brief indeed.,La gara è stata davvero breve.,/la ɡaɾa e stata davvero brɛve./,A1,Activities,"A1,Activities",
conversation,conversazione,/konversatsione/,Their powers of conversation were considerable.,Le loro capacità di conversazione erano notevoli.,/le lɔro kapatʃita dɪ konversatsione ɛrano notevolɪ./,A1,Social,"A1,Social",
